SourceFile,FocusLocation,FocusDistance2,HyperfocalDistance
DSC09157.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC09158.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC09159.JPG,7008 3944 3504 1972,81.70 m,58.24 m
DSC09165.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC09166.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09170.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09176.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC09179.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC09189.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC09190.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC09193.JPG,7008 3944 3504 1972,81.70 m,58.24 m
DSC09195.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09196.JPG,7008 3944 3504 1972,57.79 m,58.24 m
DSC09197.JPG,7008 3944 3504 1972,81.70 m,58.24 m
DSC09198.JPG,7008 3944 3504 1972,74.92 m,58.24 m
DSC09201.JPG,7008 3944 3504 1972,63.01 m,58.24 m
DSC09203.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC09204.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC09211.JPG,7008 3944 3504 1972,125.96 m,58.24 m
DSC09212.JPG,7008 3944 3504 1972,105.93 m,58.24 m
DSC09214.JPG,7008 3944 3504 1972,63.01 m,58.24 m
DSC09215.JPG,7008 3944 3504 1972,74.92 m,58.24 m
DSC09216.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC09222.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC09223.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC09228.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC09235.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC09236.JPG,7008 3944 3504 1972,60.35 m,58.24 m
DSC09240.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC09243.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC09245.JPG,7008 3944 3504 1972,68.71 m,58.24 m
